  Verrucomicrobia Chlamydiae stramenopiles Aquificae Actinobacteria Chlorobi Diplomonadida Lobosea Euglenozoa unclassified Cyanobacteria Lentisphaerae Rhodophyta candidate Viridiplantae Mycetozoa Thermotogales Dictyoglomi artificial ssDNA Pelobiontida Nitrospirae Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental plasmids Cryptophyta Fusobacteria Korarchaeota ssRNA Crenarchaeota Alveolata Entamoebidae Jakobidae Nanoarchaeota Bacteroidetes Rhizaria dsRNA Parabasalidea Metazoa Acanthamoebidae Thermotogae Glaucocystophyceae Fibrobacteres Euryarchaeota Spirochaetales
359 1 239 3426 40 43 1294 94 213 445 309 2 1300 134 5 3 12 214 657 23 6084 3496 11 2 0 9 1 7 3158 40 1 1 20 1 124 1 15649 4 13 1 305 74 295 0 236 5174 5 45 403 2 585 3 0 5029 68 1 
360 3 251 3458 43 45 1301 91 216 412 300 2 1385 135 6 2 9 202 656 18 6143 3400 20 2 1 8 1 3 3157 35 2 1 25 0 110 2 15696 6 17 0 306 78 295 3 255 5110 3 41 395 2 565 7 1 4972 80 0 
361 3 250 3391 45 40 1267 91 210 434 286 2 1356 131 2 1 11 212 630 19 6229 3463 20 2 0 5 1 6 3171 31 3 1 22 0 125 3 15729 5 10 1 302 79 269 0 262 5089 4 40 382 2 559 5 2 5013 63 2 
362 2 263 3503 53 40 1305 88 219 426 290 2 1329 138 4 0 13 184 630 24 6141 3474 16 1 1 6 1 4 3146 33 3 1 23 1 115 3 15708 4 12 1 284 76 260 1 237 5081 4 38 381 1 593 3 1 5013 81 1 
363 1 240 3536 44 42 1290 98 208 446 299 1 1348 133 6 1 10 189 645 22 6201 3423 18 0 1 11 0 3 3126 45 2 1 19 1 132 3 15509 2 13 1 315 70 277 3 265 5062 4 39 381 2 609 2 1 5101 86 1 
364 2 254 3477 47 38 1300 94 227 422 298 1 1378 129 4 1 10 208 612 23 6168 3415 21 1 1 7 0 4 3126 47 2 0 22 1 125 0 15622 6 17 1 312 73 285 1 272 5085 5 46 402 2 552 3 0 5038 74 2 
365 1 251 3472 54 41 1274 98 218 437 311 1 1340 133 5 1 8 209 642 25 6090 3492 19 1 0 8 0 6 3149 38 0 0 16 1 127 2 15580 2 14 1 304 81 289 1 282 5064 6 38 410 1 525 5 1 5155 68 1 
366 1 246 3440 43 43 1313 96 218 449 286 2 1305 124 5 3 7 186 622 21 6144 3455 19 2 1 10 1 6 3167 41 1 0 18 0 130 2 15616 4 11 1 326 84 305 1 255 5021 3 36 409 2 577 2 0 5144 71 1 
367 2 261 3407 50 42 1292 88 210 448 293 2 1367 140 2 3 12 183 611 21 6181 3483 18 2 0 12 0 8 3171 34 3 1 21 1 125 2 15615 5 12 0 305 76 287 0 251 5041 7 43 386 2 588 5 2 5106 68 1 
368 3 266 3469 38 48 1299 87 214 409 313 1 1392 143 2 1 11 188 645 22 6004 3442 17 1 1 10 1 6 3130 41 2 0 14 2 142 2 15671 4 16 0 327 80 268 2 269 5082 4 43 387 0 577 3 0 5083 76 1 
369 3 251 3480 49 35 1312 85 209 438 309 0 1346 132 6 1 8 204 619 24 6135 3391 19 3 0 9 1 5 3182 32 0 0 25 2 119 0 15607 5 10 1 326 79 302 1 258 5052 5 37 390 1 575 5 1 5118 68 2 
370 1 246 3452 59 43 1271 92 215 418 300 0 1323 140 6 2 10 185 597 27 6150 3491 20 1 0 7 1 3 3147 41 3 1 28 0 130 2 15677 7 18 1 297 75 290 1 258 5084 5 41 402 1 567 7 1 5052 77 1 
371 2 248 3514 56 42 1304 78 203 418 293 2 1379 124 3 2 8 199 631 23 6096 3356 17 2 0 8 0 5 3189 37 3 0 19 1 132 2 15581 4 13 0 313 80 308 2 274 5147 5 47 411 1 589 5 2 5036 82 1 
372 2 253 3398 50 35 1294 93 208 442 310 2 1324 133 4 2 11 194 632 22 6154 3522 16 1 1 5 0 5 3194 36 1 1 22 0 130 2 15545 5 12 1 289 80 285 3 256 5071 4 42 415 2 587 3 1 5125 74 1 
373 1 249 3466 41 45 1291 85 214 440 293 2 1340 128 4 3 12 193 622 23 6132 3463 22 1 1 10 0 5 3158 38 2 0 19 1 135 1 15543 7 12 1 313 72 299 3 248 5123 4 37 376 1 574 7 2 5141 71 2 
374 3 273 3443 42 41 1277 94 212 417 297 1 1329 131 5 2 8 180 617 22 6225 3472 19 1 0 8 1 5 3180 37 1 1 26 1 124 1 15530 5 15 1 297 82 283 3 257 5087 5 37 376 1 592 6 1 5093 82 1 
375 1 252 3483 54 42 1292 87 212 434 295 1 1337 142 6 2 10 196 621 21 6156 3447 24 1 1 8 0 4 3141 36 1 1 20 1 130 1 15546 5 15 0 313 78 284 0 263 5119 5 39 406 0 574 6 1 5071 70 1 
376 2 267 3531 56 41 1321 92 217 428 294 1 1355 123 5 2 10 203 619 25 6105 3448 21 0 1 4 1 8 3174 31 2 1 23 2 136 2 15543 4 11 0 314 74 299 2 253 5104 6 34 410 1 546 5 1 5038 78 0 
377 2 272 3497 47 46 1316 90 202 428 283 2 1363 141 2 1 14 194 633 22 6152 3476 20 0 0 3 1 5 3147 38 3 0 24 2 135 1 15678 2 15 0 299 66 262 2 260 5101 6 44 389 0 583 6 0 4938 69 0 
378 2 263 3424 45 35 1299 99 219 413 299 0 1332 131 6 1 9 188 642 24 6056 3491 14 2 1 7 0 5 3175 40 2 1 23 2 113 2 15676 4 10 1 307 80 280 1 255 5114 1 33 394 1 568 5 2 5110 74 2 
379 1 262 3457 54 45 1311 85 220 420 276 1 1351 129 4 3 10 194 616 25 6195 3399 20 2 1 8 0 8 3173 44 2 1 20 2 122 2 15578 3 15 1 311 78 285 1 249 5041 4 45 401 2 597 4 1 5118 72 1 
380 2 242 3499 52 39 1262 96 206 411 310 1 1346 130 6 3 13 208 625 19 6247 3453 16 3 0 7 1 6 3139 42 3 1 19 1 122 1 15491 1 6 1 310 74 285 3 263 5102 4 35 413 1 578 7 1 5099 80 1 
381 1 259 3454 39 37 1295 92 222 470 305 2 1366 131 2 0 9 206 648 23 6083 3456 22 0 1 8 0 5 3219 35 3 1 22 2 119 1 15542 6 11 1 303 64 286 0 255 5076 6 42 425 2 574 3 2 5076 77 2 
382 1 246 3454 46 45 1291 85 225 423 268 1 1326 129 4 1 15 202 644 28 6182 3453 19 2 0 6 0 3 3169 34 1 1 20 2 133 1 15543 4 14 0 307 79 294 2 248 5070 7 34 405 2 579 4 2 5117 84 2 
383 2 249 3514 40 46 1314 76 200 435 300 1 1384 133 4 2 13 203 630 22 6112 3375 16 2 0 7 1 4 3176 48 2 0 23 0 123 2 15642 5 13 1 307 80 259 2 262 5135 4 39 403 1 591 5 2 4993 79 2 
384 1 242 3510 50 39 1295 91 239 436 323 2 1352 132 2 3 9 200 644 26 6226 3488 17 1 1 9 1 4 3148 41 1 1 22 1 141 1 15426 4 11 0 304 77 299 1 261 5100 3 29 391 0 560 4 0 5049 82 0 
385 0 262 3468 45 47 1280 78 196 434 298 0 1353 131 6 3 8 185 607 17 6130 3381 23 1 1 11 1 6 3194 30 1 0 29 2 131 2 15620 6 14 1 319 74 273 1 262 5024 3 44 403 2 595 3 1 5177 73 2 
386 1 253 3483 47 39 1305 90 216 446 298 2 1341 130 4 1 10 180 621 24 6138 3412 23 1 1 11 1 4 3208 32 2 1 14 1 137 2 15599 6 15 0 290 77 298 3 249 5173 6 30 374 1 587 4 2 5004 78 0 
387 2 249 3393 49 41 1229 91 208 428 306 1 1363 128 6 1 8 204 634 19 6140 3416 21 0 1 5 1 4 3142 35 2 0 19 2 128 1 15684 5 11 0 315 87 297 1 237 5118 5 36 384 1 609 7 1 5139 81 2 
388 1 272 3455 44 42 1311 78 220 436 306 0 1401 136 4 1 12 177 600 20 6151 3406 16 2 1 10 1 2 3184 35 3 1 24 2 128 1 15530 4 10 1 319 76 284 1 250 5201 4 36 403 1 587 5 1 5028 76 0 
389 2 243 3437 42 48 1340 93 209 395 294 0 1326 132 4 1 13 181 620 21 6093 3515 22 0 0 6 0 3 3193 31 1 1 20 1 133 1 15566 4 14 1 309 85 283 2 245 5137 4 43 379 1 581 6 1 5133 73 1 
390 1 251 3471 43 41 1304 91 214 434 292 2 1361 129 3 2 8 178 624 26 6049 3413 22 1 1 10 1 7 3087 42 3 0 16 2 124 3 15737 4 12 0 311 80 278 3 246 5177 6 39 388 0 617 4 2 5044 68 2 
391 1 251 3493 44 39 1290 91 219 435 293 2 1351 136 6 1 9 199 629 21 6062 3487 17 1 1 5 0 7 3167 39 2 1 26 0 131 1 15592 6 10 1 282 78 292 2 262 5115 4 39 420 0 580 7 1 5076 73 1 
392 2 237 3452 51 34 1271 84 200 397 285 2 1324 135 6 1 10 202 658 26 6154 3429 18 2 0 6 1 4 3092 36 1 1 17 1 126 2 15747 6 12 0 321 67 281 2 229 5216 5 41 401 1 569 5 1 5044 73 2 
393 2 265 3467 51 45 1262 81 222 440 291 1 1361 134 4 0 8 178 653 19 6223 3441 21 2 0 9 1 6 3128 33 2 0 22 1 121 0 15548 5 13 1 321 75 286 0 245 5098 5 50 378 0 585 7 2 5117 74 1 
394 1 252 3503 41 44 1278 91 215 446 312 1 1340 138 5 2 9 191 620 22 6116 3419 20 2 1 11 1 7 3186 39 1 1 23 2 125 2 15663 6 10 0 304 71 288 1 257 5008 4 34 409 2 562 4 1 5106 77 1 
395 2 253 3468 48 47 1261 94 226 407 288 1 1351 131 4 2 12 184 655 21 6110 3445 21 2 0 8 1 3 3125 35 2 1 23 0 128 2 15707 2 14 0 295 73 295 2 245 5082 3 46 371 1 596 6 1 5117 69 2 
396 1 253 3453 50 36 1291 88 216 434 289 1 1298 123 5 0 9 196 651 19 6167 3497 17 2 1 4 0 4 3138 35 3 0 16 2 127 2 15531 3 13 0 285 82 295 2 252 5094 7 40 405 2 574 2 2 5155 64 0 
397 0 237 3470 45 41 1302 95 213 451 304 2 1352 134 2 3 9 187 617 24 6066 3440 21 2 1 9 0 4 3195 41 2 1 19 2 150 0 15688 5 12 0 287 69 295 2 252 5012 4 42 399 0 549 7 1 5102 79 1 
398 2 249 3474 47 42 1299 95 223 427 307 1 1382 135 5 0 8 209 650 26 6164 3437 17 2 1 8 1 5 3099 29 2 1 17 0 119 3 15613 4 11 0 293 74 273 1 240 5085 5 34 400 2 598 4 0 5073 79 1 
399 1 246 3419 43 37 1290 85 221 422 307 2 1349 140 4 2 13 189 615 15 6210 3458 19 2 1 7 1 6 3146 36 0 1 23 1 121 2 15618 3 10 0 307 73 268 2 253 5133 3 39 399 2 595 6 2 5050 76 1 
400 1 259 3497 44 34 1351 90 215 425 297 0 1359 139 6 3 7 200 638 17 6124 3480 20 2 1 5 1 5 3220 39 1 1 26 1 126 2 15477 6 11 1 282 74 282 2 255 5138 4 40 382 1 592 6 0 5031 75 1 
401 2 237 3510 54 42 1343 90 212 425 292 1 1335 129 4 3 10 204 626 20 6160 3429 25 2 1 7 1 3 3178 40 0 0 20 2 123 1 15580 5 16 1 315 77 294 1 242 5118 5 35 395 2 583 4 1 5000 77 1 
402 2 241 3495 44 44 1310 85 210 409 284 1 1348 141 5 1 10 200 650 18 6089 3423 18 1 1 6 1 5 3197 40 2 0 22 0 141 1 15626 4 10 0 305 75 317 1 255 5110 1 40 374 0 600 4 1 5041 76 1 
403 1 246 3413 43 32 1276 97 200 430 304 1 1305 128 4 2 9 213 635 24 6201 3426 23 2 1 9 1 5 3125 44 2 1 19 1 110 1 15595 4 11 1 311 81 288 3 248 5180 5 36 394 1 601 2 1 5084 88 1 
404 2 255 3451 45 40 1263 91 205 432 289 1 1378 143 4 1 10 188 630 24 6198 3454 16 2 1 7 1 6 3087 37 2 0 22 0 123 1 15575 6 11 1 286 66 260 2 289 5140 4 33 392 0 589 5 1 5125 75 1 
405 3 252 3491 42 43 1282 82 233 449 293 2 1332 136 5 1 9 209 628 23 6124 3468 21 1 1 11 0 4 3118 44 3 1 20 0 123 2 15599 3 15 0 303 79 285 0 253 5086 4 33 403 1 592 5 2 5082 77 2 
406 3 269 3466 46 41 1298 98 204 424 298 1 1332 141 4 0 10 194 615 23 6292 3442 24 2 1 12 0 5 3119 38 2 1 27 2 127 2 15611 5 10 1 295 76 269 1 266 5107 7 36 385 1 579 5 1 5000 74 2 
407 3 243 3475 48 36 1313 102 212 419 317 2 1314 122 4 2 7 198 643 24 6165 3486 17 2 0 6 1 6 3060 43 2 1 14 2 120 1 15651 4 13 1 314 75 294 1 261 5024 4 42 393 1 585 6 0 5084 72 1 
408 0 260 3481 44 45 1325 91 209 428 285 2 1375 123 5 3 10 189 623 17 6228 3454 26 0 0 8 1 5 3145 41 2 0 18 2 130 2 15586 3 12 0 309 78 273 3 257 4998 5 34 390 2 579 5 2 5080 67 0 
409 3 265 3449 47 46 1326 88 208 417 276 2 1333 123 7 1 8 188 662 23 6183 3588 21 2 0 8 0 5 3070 40 1 1 17 2 125 2 15621 4 16 1 318 72 266 2 263 5103 5 35 405 2 567 4 0 5027 71 1 
410 2 260 3376 48 39 1299 95 217 443 299 2 1309 139 6 2 12 196 649 24 6134 3412 18 2 0 8 1 7 3169 39 2 1 13 2 130 1 15731 5 11 0 291 74 286 2 247 5140 4 32 367 1 586 6 0 5068 75 1 
411 2 276 3440 48 38 1317 91 221 417 290 0 1351 142 3 1 10 203 637 22 6196 3435 18 1 0 5 1 8 3179 39 2 0 16 1 127 1 15634 4 12 1 308 70 285 3 246 4952 5 46 388 0 587 2 1 5127 75 2 
412 2 243 3406 48 47 1284 88 208 441 302 2 1368 124 4 2 3 196 623 27 6199 3463 19 1 1 9 1 5 3137 42 2 1 21 1 125 2 15606 3 12 1 288 79 303 1 261 5145 3 36 417 1 591 4 1 5040 62 0 
413 2 233 3442 50 49 1258 85 225 441 292 1 1358 130 3 3 12 196 639 20 6118 3451 17 2 0 7 0 3 3179 37 1 1 18 2 135 0 15675 4 11 0 296 81 292 1 252 5083 5 49 388 2 571 2 1 5066 74 0 
414 0 253 3501 45 45 1319 96 186 459 307 0 1336 134 7 2 9 211 628 20 6171 3459 29 2 0 9 0 4 3123 44 1 0 19 1 125 2 15513 2 13 0 285 75 276 1 246 5132 8 34 389 0 552 2 0 5173 75 0 
415 1 250 3456 40 39 1255 89 211 433 295 2 1362 137 3 1 10 195 631 25 6208 3432 15 1 0 9 1 3 3234 38 1 1 17 0 139 1 15552 5 10 0 297 85 269 2 255 5089 4 30 396 1 572 6 2 5085 79 2 
416 3 268 3466 48 41 1284 85 225 396 311 1 1286 148 5 1 10 196 642 20 6060 3451 19 0 1 12 1 4 3201 40 2 0 26 1 127 1 15757 8 13 0 292 71 298 1 259 5089 4 38 402 1 576 4 2 5045 84 0 
417 3 250 3411 51 49 1279 99 201 411 307 2 1296 139 6 3 9 195 648 20 6055 3494 26 2 1 12 1 6 3158 44 1 0 20 1 132 3 15643 4 11 0 306 80 280 2 258 5222 7 39 392 1 591 6 1 5009 87 2 
418 3 264 3463 51 48 1303 89 221 443 315 2 1381 131 4 3 16 201 618 20 6119 3481 17 1 1 10 0 6 3142 39 0 1 13 1 122 2 15570 5 14 1 294 78 304 1 237 5073 8 49 409 1 588 3 0 5064 78 1 
419 2 254 3487 53 41 1295 89 228 405 298 1 1343 121 5 2 12 194 639 24 6175 3468 20 3 0 5 1 5 3163 41 3 1 15 0 136 0 15625 6 9 0 298 80 273 2 255 5044 7 43 387 1 576 3 1 5040 72 1 
420 1 247 3496 38 46 1311 82 217 420 307 2 1334 134 5 2 14 193 630 21 6129 3510 19 2 0 9 0 3 3157 39 3 1 17 2 130 2 15551 5 11 0 307 76 295 2 264 5084 3 36 387 1 624 6 2 5045 74 1 
421 3 242 3481 53 32 1317 83 227 388 284 1 1305 133 5 1 9 179 618 22 6169 3435 21 2 0 4 0 4 3143 40 3 0 21 1 133 2 15595 4 15 0 307 77 271 2 256 5100 4 39 400 2 582 5 1 5175 72 2 
422 1 264 3436 49 47 1292 85 201 421 315 2 1332 130 4 1 14 210 633 26 6226 3429 20 3 0 8 1 5 3184 37 1 0 19 1 123 1 15666 6 13 1 329 76 266 3 240 5030 5 42 381 2 559 4 0 5055 73 2 
423 1 247 3476 43 35 1280 92 224 442 304 2 1344 135 5 1 8 184 675 22 6187 3499 15 3 0 8 1 7 3150 48 2 1 26 1 128 3 15486 4 14 0 324 72 285 3 253 5079 7 42 385 2 566 4 0 5034 83 1 
424 3 239 3528 40 44 1289 92 210 427 282 1 1364 136 8 0 9 207 642 21 6139 3460 25 2 0 7 1 4 3145 42 2 1 26 1 118 3 15587 5 12 1 306 77 296 0 276 5057 5 41 374 2 568 3 0 5073 73 1 
425 1 241 3511 50 42 1301 88 207 446 296 1 1327 136 5 1 12 190 636 18 6185 3437 15 3 1 3 0 5 3170 40 2 1 17 1 116 1 15627 5 10 0 298 82 289 1 246 5098 2 38 415 1 595 4 0 5004 75 2 
426 0 241 3437 45 48 1311 88 211 425 293 1 1371 131 7 2 12 191 621 20 6189 3443 25 3 0 5 0 5 3154 33 2 0 23 1 130 2 15620 5 15 1 261 78 282 0 256 5098 6 35 394 0 599 5 0 5082 74 1 
427 0 230 3529 53 31 1264 95 208 430 291 1 1336 148 6 2 14 186 638 30 6124 3434 17 2 0 5 1 5 3144 38 3 0 9 2 112 2 15637 4 12 1 315 69 264 3 256 5094 3 36 384 2 567 8 0 5142 73 1 
428 2 233 3448 50 37 1291 84 224 459 298 0 1347 150 4 3 15 205 630 23 6207 3507 22 3 1 9 0 5 3165 35 2 0 22 1 123 1 15477 5 11 0 314 67 287 2 235 5117 6 34 398 1 562 5 1 5048 82 2 
429 3 256 3429 47 44 1294 79 210 440 302 0 1388 122 4 1 10 180 628 22 6171 3423 19 2 1 10 1 4 3155 49 2 1 15 1 113 2 15642 5 17 0 295 87 284 2 245 5093 5 32 386 2 569 6 2 5096 81 1 
430 1 241 3481 41 32 1295 87 209 419 312 0 1328 141 4 2 6 200 656 20 6185 3475 16 1 1 8 0 2 3142 43 0 0 21 1 146 2 15697 5 11 0 280 83 268 2 264 5015 5 32 402 1 564 4 2 5035 85 2 
431 0 254 3441 41 44 1288 90 199 420 281 1 1368 143 5 2 16 193 652 25 6165 3414 16 3 0 9 1 5 3150 41 1 0 20 2 127 2 15639 5 16 0 296 83 276 2 268 5156 3 45 378 1 603 6 1 5025 74 1 
432 1 251 3388 51 38 1315 89 212 428 319 2 1392 127 2 3 12 200 663 19 6142 3453 21 2 1 10 1 6 3148 42 3 1 21 0 123 0 15535 7 9 0 319 77 285 2 263 5063 5 37 411 2 579 3 2 5125 72 1 
433 1 259 3536 48 45 1277 90 215 409 292 0 1353 147 5 1 12 202 619 20 6126 3485 26 3 0 9 1 3 3124 38 2 1 24 1 132 2 15643 5 13 0 287 75 260 1 241 5094 5 42 392 0 595 5 1 5042 75 0 
434 2 263 3500 54 43 1294 92 204 403 287 2 1354 135 3 2 12 179 627 21 6097 3473 18 2 1 9 0 7 3226 42 2 0 23 0 140 0 15590 4 9 1 299 79 279 1 250 5065 4 40 396 1 580 4 2 5048 83 2 
435 1 251 3398 44 44 1253 85 215 419 298 2 1321 139 2 1 14 190 645 22 6183 3538 18 1 0 10 1 4 3190 37 2 0 25 0 130 2 15656 6 11 0 303 69 297 2 255 5063 4 36 388 1 570 5 1 5068 74 1 
436 2 257 3466 43 35 1238 98 207 438 297 1 1382 141 2 3 8 189 649 23 6222 3469 21 2 1 8 1 2 3094 39 2 1 22 1 118 1 15590 5 9 0 321 72 273 3 247 5139 6 26 384 2 557 2 2 5081 75 0 
437 3 249 3459 47 34 1281 94 222 421 283 2 1389 136 3 1 9 200 662 19 6152 3385 18 2 1 8 0 6 3158 41 3 1 22 0 132 1 15628 5 14 1 289 75 297 2 246 5093 4 41 401 0 572 5 0 5081 77 2 
438 3 238 3490 48 39 1323 87 211 427 280 0 1335 133 2 2 15 190 646 19 6149 3461 21 1 0 10 0 5 3125 36 2 1 24 1 111 3 15635 4 14 1 317 78 291 2 240 5148 4 37 393 1 589 6 1 5019 69 1 
439 3 248 3450 45 34 1259 90 218 446 280 1 1346 139 6 2 9 202 668 23 6141 3411 24 1 1 7 0 4 3188 38 0 0 16 2 140 2 15599 5 15 1 290 81 291 2 255 5091 3 41 401 2 595 4 1 5060 77 2 
440 2 259 3387 50 46 1297 89 214 428 292 2 1314 139 4 2 10 200 648 21 6133 3502 15 2 0 10 0 4 3137 43 3 1 22 1 133 1 15624 3 14 1 298 83 289 2 251 5134 3 37 380 0 568 2 0 5109 71 2 
441 2 257 3525 44 44 1331 98 220 440 298 0 1367 133 4 1 12 197 634 24 6192 3526 21 1 1 7 0 5 3117 39 1 1 18 2 135 2 15470 6 12 1 305 84 289 3 249 5042 3 36 386 1 587 6 1 5033 72 1 
442 3 258 3486 50 37 1298 77 215 408 292 1 1359 148 7 0 9 184 618 20 6152 3531 24 2 0 8 1 5 3121 33 2 0 16 0 120 2 15577 3 12 1 307 78 275 2 266 5113 6 40 399 0 579 2 1 5023 86 1 
443 2 271 3450 54 44 1264 105 219 414 282 1 1349 137 4 1 12 198 629 22 6164 3427 21 2 1 3 0 3 3168 38 2 1 21 1 117 1 15492 4 11 1 326 80 292 1 252 5153 5 38 389 1 564 4 0 5129 73 1 
444 1 253 3397 52 41 1280 85 206 429 294 1 1369 135 7 0 9 190 635 20 6134 3426 21 2 0 8 1 6 3118 43 1 1 21 1 139 1 15745 4 11 0 300 75 269 1 234 5091 3 34 407 1 550 4 1 5134 79 0 
445 2 261 3379 49 39 1268 97 222 423 304 0 1342 121 4 1 10 195 619 18 6192 3509 23 1 1 9 0 5 3104 33 1 1 15 0 119 1 15573 2 15 0 308 72 301 2 221 5127 5 45 409 2 578 3 2 5141 77 2 
446 2 254 3492 41 41 1260 86 213 450 285 2 1319 129 4 1 13 180 604 21 6132 3518 23 2 0 9 0 2 3118 42 2 1 19 0 121 3 15661 3 14 1 286 72 259 1 255 5121 6 36 393 0 582 7 0 5115 79 0 
447 3 252 3431 45 46 1275 88 211 416 308 1 1332 130 4 1 9 201 620 22 6166 3487 20 3 1 6 0 6 3236 41 3 0 20 2 118 3 15552 4 12 1 298 76 280 1 255 5090 4 41 402 1 586 4 0 5107 66 0 
448 2 243 3488 55 32 1266 91 216 421 317 1 1356 119 3 1 10 208 612 19 6127 3473 22 2 0 7 1 6 3059 47 1 0 20 2 122 2 15750 6 13 1 299 65 288 1 256 5068 6 44 378 2 577 5 2 5082 75 2 
449 1 253 3449 50 43 1287 77 208 411 285 2 1344 121 3 1 12 201 644 20 6182 3395 17 1 0 7 1 5 3132 38 1 1 23 1 115 0 15692 4 16 1 317 69 277 1 254 5151 7 44 386 1 557 5 1 5123 82 2 
450 1 257 3431 49 41 1294 87 226 440 309 0 1342 139 6 2 8 180 654 23 6101 3479 22 1 1 8 0 6 3090 36 1 1 22 0 139 1 15551 6 13 1 327 77 283 1 252 5108 4 33 406 0 574 3 0 5134 68 2 
451 2 258 3489 39 40 1304 86 213 429 279 0 1369 129 5 2 13 195 649 19 6122 3483 21 1 0 8 1 7 3156 38 1 1 21 0 118 1 15720 6 9 1 302 81 273 2 248 5071 6 35 384 1 567 4 0 5013 77 0 
452 1 265 3484 50 41 1292 90 216 421 305 1 1340 138 6 2 12 202 645 29 6167 3433 22 0 1 8 1 7 3163 38 1 0 20 0 122 2 15573 6 10 0 294 83 282 1 247 5062 5 41 394 1 588 5 2 5055 78 0 
453 0 253 3423 51 40 1273 99 214 439 285 2 1314 131 6 2 14 200 664 20 6150 3469 18 3 1 12 1 4 3167 41 3 1 20 2 127 0 15636 4 13 1 311 74 276 1 245 5038 3 43 398 1 579 4 2 5113 86 2 
454 3 262 3464 47 40 1270 83 221 435 295 1 1332 148 5 3 11 193 618 22 6083 3484 20 0 0 7 0 3 3171 42 3 0 20 2 116 3 15687 4 13 1 323 72 268 2 255 5076 4 46 397 1 568 5 1 5069 75 0 
455 2 254 3513 48 42 1312 98 199 418 285 1 1350 131 6 1 8 184 621 22 6143 3468 20 1 0 7 1 6 3147 40 2 1 20 0 129 1 15613 2 13 0 302 76 283 1 265 5072 6 40 408 1 588 4 1 5036 72 1 
456 1 243 3468 44 45 1297 90 206 432 289 1 1307 125 6 2 11 174 643 22 6132 3501 19 2 0 12 0 6 3128 43 3 1 25 0 122 3 15676 5 12 0 303 84 300 3 259 5075 5 36 397 1 548 2 1 5085 76 1 
457 0 249 3455 50 43 1250 86 220 416 304 1 1317 116 2 1 12 200 623 23 6232 3481 21 1 0 7 1 5 3196 45 1 1 22 2 130 0 15614 4 15 1 304 74 280 1 257 5124 5 40 388 2 580 5 1 4990 75 1 
458 2 267 3453 52 42 1332 93 193 413 298 1 1307 123 4 0 9 179 627 24 6135 3436 19 2 0 9 1 5 3148 41 1 0 25 1 116 1 15738 6 9 1 318 83 260 2 244 5083 4 41 375 1 583 4 1 5076 70 2 
459 1 269 3427 51 47 1285 97 216 411 306 1 1311 142 3 2 9 197 636 22 6252 3542 14 1 0 9 1 5 3152 47 3 0 20 1 114 2 15604 7 15 0 291 76 287 2 247 5001 3 41 371 1 592 3 1 5057 78 2 
460 1 257 3542 52 44 1282 94 206 441 300 1 1341 125 4 3 13 198 616 18 6125 3463 22 2 1 6 1 7 3208 37 2 1 21 1 134 2 15569 4 14 1 280 80 274 2 248 5097 5 37 381 2 581 5 1 5042 65 0 
461 0 243 3522 58 45 1274 89 200 423 290 2 1343 139 5 1 11 199 614 17 6171 3414 15 2 1 8 1 5 3193 44 2 0 23 1 121 3 15645 5 11 0 302 76 274 1 261 5066 5 39 397 1 571 4 2 5070 69 1 
462 3 235 3391 44 44 1269 88 234 429 292 0 1367 130 5 2 12 192 642 25 6264 3439 23 3 0 9 0 5 3143 35 1 1 22 1 133 2 15614 7 9 1 292 77 269 3 253 5111 4 39 390 1 605 5 1 5033 64 1 
463 2 267 3516 48 40 1279 88 198 410 315 0 1390 141 3 2 11 190 636 25 6202 3479 22 1 1 8 1 5 3170 41 2 1 16 2 139 1 15507 6 13 0 301 73 259 2 244 5052 3 39 385 1 560 6 0 5124 70 1 
464 2 240 3458 46 45 1331 91 214 417 292 0 1376 131 6 1 6 200 611 21 6222 3423 19 3 1 7 1 4 3205 41 3 1 21 2 115 1 15512 7 11 0 299 86 279 2 262 5078 3 39 401 1 576 2 2 5081 79 2 
465 3 248 3413 52 36 1280 87 215 423 306 1 1341 139 5 2 12 186 653 14 6206 3486 16 1 0 9 0 6 3091 41 1 1 19 1 127 3 15606 5 9 1 295 78 289 2 247 5072 3 44 402 2 589 4 1 5089 74 1 
466 1 253 3490 51 43 1251 87 209 443 314 1 1369 126 4 1 13 194 651 20 6142 3481 18 1 1 7 1 5 3240 39 1 0 23 1 134 2 15607 4 10 0 291 83 268 1 243 5069 5 46 399 2 569 4 0 4991 74 1 
467 2 243 3470 51 37 1316 97 200 428 292 1 1333 124 5 0 9 202 612 18 6177 3436 21 2 1 8 0 4 3149 39 1 0 24 2 121 3 15494 5 14 0 297 75 271 3 274 5202 5 41 397 2 582 2 1 5100 79 2 
468 1 268 3437 45 42 1291 74 221 404 295 1 1337 147 3 0 9 198 606 17 6134 3492 22 1 1 9 0 6 3229 33 3 1 19 1 124 3 15519 8 6 1 305 71 267 1 251 5086 4 41 398 1 573 7 1 5154 82 2 
469 3 263 3392 47 36 1287 89 206 449 265 1 1334 140 3 2 11 182 651 14 6177 3432 20 2 1 10 1 5 3175 41 2 0 29 2 126 0 15676 2 13 1 312 78 287 1 257 5046 5 41 373 1 590 1 2 5108 83 1 
