  Verrucomicrobia Chlamydiae stramenopiles Aquificae Actinobacteria Chlorobi Diplomonadida Lobosea Euglenozoa unclassified Cyanobacteria Lentisphaerae Rhodophyta candidate Viridiplantae Mycetozoa Thermotogales Dictyoglomi artificial ssDNA Pelobiontida Nitrospirae Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental plasmids Cryptophyta Fusobacteria Korarchaeota ssRNA Crenarchaeota Alveolata Entamoebidae Jakobidae Nanoarchaeota Bacteroidetes Rhizaria dsRNA Parabasalidea Metazoa Acanthamoebidae Thermotogae Glaucocystophyceae Fibrobacteres Euryarchaeota Spirochaetales
751 1 263 3481 45 47 1303 98 221 427 278 2 1370 137 5 1 9 203 626 20 6205 3362 20 0 1 8 1 6 3157 41 2 0 16 1 127 2 15613 3 10 1 287 82 276 2 256 5097 6 42 409 0 583 3 2 5047 75 1 
752 1 255 3408 47 43 1303 94 211 403 314 0 1345 132 4 1 12 198 635 26 6196 3491 17 2 1 10 0 5 3159 34 2 0 24 0 124 3 15623 5 10 1 296 76 295 2 252 5017 6 45 409 1 550 5 1 5088 75 1 
753 2 262 3485 47 40 1338 74 210 425 297 2 1328 136 3 1 8 178 609 21 6160 3477 22 1 1 6 1 5 3173 36 2 1 17 1 122 2 15566 5 14 1 295 85 273 1 252 5155 4 34 405 1 575 4 0 5054 76 1 
754 2 247 3428 52 40 1296 89 210 413 290 2 1298 136 3 3 12 172 645 19 6169 3512 22 2 0 5 0 6 3154 46 0 0 20 2 134 1 15608 6 14 0 294 79 299 2 252 5098 2 37 392 2 562 3 2 5103 83 0 
755 3 242 3498 37 41 1301 86 215 424 292 1 1335 143 5 1 10 179 661 20 6102 3471 20 3 1 10 1 5 3161 47 1 0 23 0 132 2 15560 2 16 0 326 75 280 2 236 5095 5 42 393 2 575 5 2 5111 75 2 
756 1 242 3391 49 41 1288 92 229 416 296 2 1352 135 3 2 13 188 644 18 6185 3467 24 2 0 9 1 6 3187 32 0 0 24 1 119 1 15585 4 10 1 296 80 276 1 236 5111 4 45 374 1 590 4 2 5122 80 0 
757 2 255 3434 53 53 1277 81 203 428 306 2 1363 133 5 1 14 184 642 19 6139 3427 25 3 0 4 1 4 3134 40 3 0 16 1 137 0 15611 5 17 0 292 77 286 1 255 5119 5 39 405 2 595 7 1 5097 74 0 
758 2 262 3509 50 46 1270 92 222 423 315 1 1352 127 7 1 11 211 600 28 6200 3455 26 2 1 10 0 7 3152 40 1 1 20 1 123 1 15508 5 13 1 295 82 294 2 235 5040 3 41 413 2 579 5 2 5115 78 0 
759 1 259 3395 43 39 1332 89 207 401 300 1 1343 137 6 2 11 180 641 28 6109 3438 19 0 1 7 0 5 3158 38 1 1 22 1 124 2 15630 4 12 1 348 79 274 1 269 5107 7 38 391 1 552 3 2 5117 71 0 
760 0 252 3519 38 44 1294 79 227 437 299 2 1339 139 4 2 11 210 644 20 6170 3386 25 3 1 7 0 7 3144 38 2 1 21 1 111 2 15572 5 14 1 293 73 273 3 253 5163 3 38 393 0 589 5 1 5071 69 2 
761 3 250 3451 47 42 1306 88 218 413 291 1 1327 130 6 3 13 181 625 22 6291 3478 18 0 1 7 1 3 3163 41 2 1 21 2 114 2 15650 5 19 0 298 72 277 1 253 5028 8 39 381 1 556 4 1 5060 80 1 
762 2 232 3435 55 45 1300 92 220 427 310 0 1326 135 2 1 10 204 608 28 6138 3455 17 1 1 8 1 6 3186 46 2 1 17 2 132 2 15640 4 13 1 289 78 283 2 255 5125 4 40 371 1 578 5 0 5038 75 2 
763 2 253 3446 45 37 1351 85 209 420 308 2 1325 137 6 1 12 182 629 23 6066 3510 21 2 0 5 1 5 3191 44 1 0 22 1 123 1 15655 6 9 0 316 72 278 0 254 5100 5 44 390 0 581 4 1 5030 70 1 
764 2 256 3515 50 43 1306 77 203 409 317 1 1332 130 6 1 8 185 615 29 6132 3428 19 1 0 6 0 8 3196 49 2 0 22 0 126 2 15579 4 12 0 303 91 288 1 258 5028 6 32 394 1 587 4 1 5136 72 1 
765 3 230 3474 46 44 1298 97 221 428 309 1 1369 117 4 1 8 196 647 26 6069 3434 19 1 0 7 0 5 3209 40 3 1 12 0 126 1 15628 4 11 0 302 94 279 1 257 5131 4 37 402 1 575 2 1 5011 79 0 
766 2 230 3491 51 39 1318 90 207 405 307 0 1366 130 7 1 15 177 643 21 6140 3462 19 2 0 7 0 7 3130 31 1 1 12 0 131 1 15630 4 13 1 310 68 294 1 263 5112 3 37 379 2 579 6 1 5040 79 1 
767 2 262 3506 51 36 1317 98 217 421 313 1 1339 121 3 3 9 196 640 23 6198 3477 12 2 1 8 1 6 3127 37 3 1 24 1 119 1 15607 2 12 0 308 77 301 0 243 5039 4 40 374 1 568 4 1 5048 75 1 
768 0 257 3418 52 43 1295 84 220 418 290 0 1381 136 4 3 8 209 632 25 6223 3414 24 1 1 7 1 5 3118 42 1 0 24 1 132 2 15532 2 13 1 302 73 278 0 263 5148 5 45 392 0 579 5 0 5092 75 1 
769 1 271 3405 45 43 1316 88 210 445 299 2 1364 142 3 1 14 199 651 25 6099 3406 21 1 1 6 0 4 3101 45 2 1 27 2 136 2 15674 6 13 0 322 70 295 1 254 5122 5 36 362 2 595 6 1 5067 77 0 
770 2 249 3451 47 54 1257 101 216 427 318 1 1358 128 4 2 13 204 627 28 6058 3395 22 2 1 9 0 7 3160 37 1 1 21 2 138 2 15628 4 11 1 312 89 274 2 265 5139 6 36 400 1 568 5 2 5095 85 0 
771 2 236 3505 49 45 1299 89 206 435 293 1 1385 134 5 2 9 180 627 20 6158 3441 15 1 0 9 0 6 3099 42 1 1 23 0 121 2 15631 3 10 1 308 79 297 0 239 5055 5 33 395 1 569 2 0 5131 81 2 
772 2 243 3533 50 41 1265 86 211 441 295 2 1363 118 4 1 8 172 632 20 6234 3412 17 2 0 10 0 3 3188 47 2 1 21 0 127 1 15545 6 18 1 299 81 273 3 247 5130 3 44 399 1 551 5 0 5017 78 1 
773 2 258 3489 50 42 1293 86 205 429 287 2 1289 131 5 1 9 194 627 18 6172 3440 17 2 0 8 1 7 3167 40 1 1 19 1 127 2 15541 5 11 0 306 79 277 2 259 5157 5 30 425 0 572 2 0 5094 79 0 
774 2 255 3462 40 42 1268 93 221 422 294 1 1344 139 4 2 11 193 625 22 6159 3383 17 2 0 7 1 5 3162 39 2 0 23 1 132 2 15810 5 13 1 293 82 284 1 258 5001 6 41 406 1 562 5 1 5057 70 2 
775 1 246 3558 45 42 1295 81 222 437 307 1 1323 114 4 2 11 177 636 22 6126 3472 19 3 0 10 0 6 3084 43 2 1 19 0 129 0 15666 6 14 0 302 83 279 1 251 5079 5 36 368 1 595 7 1 5061 71 1 
776 2 242 3441 49 46 1272 85 188 422 276 1 1341 124 5 2 10 200 625 20 6128 3473 12 1 1 10 1 6 3202 34 3 1 24 1 118 1 15723 3 12 0 286 83 287 3 258 5106 4 39 406 1 566 5 2 5067 67 2 
777 3 255 3454 48 39 1290 96 208 432 316 1 1311 145 4 0 7 194 632 27 6147 3445 20 2 1 10 0 6 3179 35 2 0 22 2 111 0 15625 3 17 1 305 70 280 2 233 5089 4 40 423 2 581 5 1 5054 83 1 
778 0 254 3488 52 51 1287 92 210 420 276 1 1347 144 5 2 10 200 626 22 6171 3469 19 2 1 6 1 7 3138 39 2 1 22 0 124 3 15537 5 12 1 304 80 276 2 245 5094 2 38 393 1 608 6 1 5094 83 1 
779 1 264 3418 46 41 1265 93 234 419 299 1 1378 141 5 0 16 202 632 19 6203 3478 18 3 0 9 1 5 3110 38 3 0 23 1 114 1 15554 4 9 0 323 76 282 3 264 5120 6 45 395 0 579 3 0 5065 67 2 
780 2 258 3516 42 42 1274 88 217 437 308 1 1354 138 3 1 9 187 598 20 6073 3458 21 1 0 9 1 6 3152 39 2 1 15 2 110 1 15554 3 11 1 292 63 285 1 272 5130 3 39 386 0 587 5 1 5151 69 2 
781 2 264 3451 47 44 1322 84 217 422 296 1 1328 140 3 2 12 201 627 23 6081 3414 18 2 1 8 1 7 3200 36 3 0 16 0 121 1 15774 4 14 1 299 73 276 1 259 5052 6 34 366 1 577 4 0 5074 76 1 
782 1 251 3536 54 41 1262 86 217 420 314 2 1368 138 5 1 10 200 635 20 6197 3435 18 1 1 8 0 6 3209 46 2 1 20 0 131 2 15479 3 13 1 317 77 272 1 251 5100 3 50 401 1 547 6 0 5056 76 1 
783 1 282 3408 55 48 1304 89 217 420 292 1 1355 131 5 2 10 197 614 21 6123 3509 24 1 1 4 1 6 3125 45 3 0 23 1 129 0 15603 4 14 0 309 76 258 2 243 5173 4 43 400 1 565 5 1 5046 67 2 
784 3 243 3399 46 41 1289 84 216 424 297 1 1359 131 6 2 13 196 618 28 6187 3433 13 2 0 8 1 5 3168 36 0 1 20 2 132 3 15633 5 11 0 298 81 295 3 250 5126 3 31 414 2 611 4 1 5011 81 2 
785 1 255 3411 45 39 1285 84 218 435 277 1 1370 132 6 1 14 191 646 23 6161 3513 19 1 0 10 1 4 3175 44 3 0 23 2 127 2 15541 5 15 0 295 78 260 2 249 5156 6 44 386 1 583 5 0 5061 73 2 
786 1 274 3467 47 40 1287 106 212 413 274 1 1312 127 6 0 14 208 667 20 6182 3477 20 1 1 7 0 5 3140 38 2 0 19 2 124 1 15623 5 12 1 298 84 286 1 247 5049 3 40 404 1 574 5 2 5056 66 1 
787 1 238 3439 57 44 1278 87 205 427 306 2 1382 139 7 3 9 194 628 21 6175 3434 18 2 0 8 1 6 3193 43 2 1 23 2 125 3 15637 6 6 1 315 75 274 1 242 5075 7 36 381 2 565 5 1 5077 76 2 
788 2 253 3433 46 38 1305 87 220 444 313 0 1343 148 4 2 11 187 604 19 6129 3486 15 3 1 6 1 7 3176 44 1 1 21 2 127 2 15602 5 13 1 290 76 276 3 253 5136 4 36 382 1 560 1 2 5070 70 0 
789 1 261 3407 53 42 1289 87 222 433 304 2 1359 119 3 3 12 185 648 24 6167 3451 17 2 1 9 0 4 3156 38 2 1 22 0 134 1 15592 5 12 1 303 81 282 3 243 5143 5 35 396 1 588 4 1 5052 89 0 
790 3 242 3470 47 42 1281 85 227 438 312 2 1334 130 4 3 14 200 636 21 6198 3402 18 2 0 10 1 6 3175 40 1 1 19 0 133 2 15641 6 10 0 303 78 291 1 233 5060 1 40 383 2 576 6 1 5081 59 1 
791 2 261 3512 50 37 1280 83 227 423 314 1 1328 134 4 1 10 185 633 19 6082 3499 18 2 1 6 0 2 3176 34 0 1 19 0 119 1 15678 6 16 0 292 67 279 2 252 5094 2 41 382 1 598 2 2 5070 78 1 
792 3 261 3462 45 31 1301 105 213 442 297 1 1314 130 7 2 10 195 636 22 6173 3414 22 1 1 7 0 4 3134 41 0 0 19 1 118 2 15666 5 14 1 299 70 274 1 251 5177 5 39 382 0 552 8 2 5040 79 1 
793 1 273 3497 37 41 1302 81 210 390 285 2 1326 149 4 0 11 200 668 18 6138 3458 21 2 1 6 1 2 3164 39 2 0 25 1 123 3 15587 6 14 1 300 78 290 1 249 5138 6 45 372 2 570 4 1 5034 72 0 
794 1 253 3390 50 34 1283 92 220 416 325 1 1330 148 7 0 9 197 650 23 6162 3444 22 2 0 10 0 5 3162 37 3 1 20 2 125 1 15684 6 12 1 304 75 279 1 263 5132 5 38 397 1 584 4 1 5008 83 0 
795 3 246 3449 47 36 1333 91 210 415 282 2 1351 127 5 3 10 184 652 27 6118 3419 19 2 1 6 0 5 3157 42 3 1 23 2 139 1 15786 4 13 1 290 70 294 2 258 5063 4 40 398 2 581 5 1 5011 66 1 
796 2 274 3409 50 37 1273 86 217 443 325 1 1378 132 5 2 9 181 627 19 6123 3442 20 1 0 11 1 6 3123 37 2 0 25 1 135 2 15670 4 9 1 321 69 293 2 250 5101 5 43 389 1 550 6 0 5102 79 1 
797 2 242 3468 48 40 1332 87 206 434 298 1 1348 144 5 2 11 184 658 23 6194 3475 18 3 1 8 1 4 3137 43 2 1 19 1 139 0 15580 5 11 0 300 77 288 1 265 5006 5 44 380 1 583 2 1 5074 72 1 
798 0 248 3438 46 44 1325 80 234 438 293 2 1358 130 5 2 15 206 628 26 6073 3461 18 0 0 9 0 6 3128 40 2 1 18 2 122 3 15715 3 10 0 324 66 271 2 256 5041 2 33 385 1 549 3 2 5107 80 2 
799 1 227 3531 51 39 1315 88 223 419 262 1 1388 142 6 2 8 199 609 23 6154 3474 21 2 1 4 0 4 3123 39 2 0 23 2 127 1 15596 4 13 0 280 68 298 2 255 5036 6 41 388 1 570 6 1 5108 80 1 
800 1 250 3459 50 46 1273 93 220 425 307 1 1343 132 2 2 11 181 598 25 6159 3463 21 2 1 9 1 5 3179 36 2 1 19 2 135 3 15615 6 15 1 297 80 295 2 262 5088 6 45 388 1 597 3 1 5044 67 1 
801 2 257 3490 44 49 1282 84 231 436 300 1 1362 132 4 1 9 186 632 22 6135 3400 21 1 1 10 1 4 3146 31 2 0 19 0 124 2 15585 3 13 1 317 86 277 2 243 5112 5 33 412 1 567 4 2 5104 90 2 
802 1 251 3409 51 38 1280 92 211 438 288 2 1329 157 7 1 12 188 634 24 6194 3452 17 0 1 3 0 4 3097 33 1 0 24 0 145 3 15679 4 11 0 286 82 269 1 238 5131 3 32 392 1 577 4 1 5076 88 2 
803 3 258 3442 44 39 1322 93 201 432 281 1 1331 140 6 1 12 189 637 21 6197 3452 16 3 0 13 1 5 3134 40 3 0 21 1 133 2 15578 5 12 0 292 74 288 2 252 5105 6 44 378 0 566 5 1 5119 73 1 
804 1 255 3489 52 38 1332 87 227 432 289 2 1344 121 5 2 12 191 663 20 6214 3421 22 0 1 9 0 2 3149 41 1 1 25 1 137 2 15494 5 13 1 308 81 277 2 254 5066 2 42 391 1 552 3 0 5109 88 1 
805 1 238 3415 53 44 1326 90 225 447 288 2 1369 125 5 1 5 188 629 20 6229 3446 21 3 0 9 0 5 3168 45 3 1 21 2 130 2 15578 2 14 1 289 74 290 1 261 5050 4 41 422 1 563 7 0 5063 78 2 
806 2 255 3453 50 43 1297 101 225 424 297 1 1367 129 6 1 14 185 644 21 6151 3460 25 1 1 7 0 4 3190 40 1 0 20 0 125 2 15483 4 15 1 301 74 278 1 255 5069 4 39 413 2 591 5 1 5136 73 2 
807 2 245 3484 45 42 1324 93 204 426 289 0 1412 143 5 2 14 195 641 21 6210 3447 22 1 1 10 0 6 3159 36 3 1 21 0 132 2 15570 6 12 1 295 84 290 2 274 5037 5 45 384 1 618 4 2 4933 68 1 
808 3 251 3532 48 41 1298 86 206 459 294 1 1312 133 4 2 10 190 637 19 6124 3435 18 2 0 9 1 7 3188 47 2 1 22 1 133 1 15647 5 8 0 303 84 282 2 260 5030 1 42 399 2 586 4 2 5019 82 0 
809 0 240 3468 43 42 1324 88 216 419 312 1 1311 128 3 2 9 200 637 23 6129 3424 20 1 1 9 1 4 3150 33 1 1 19 0 142 2 15576 5 15 0 310 69 285 0 243 5168 4 37 390 2 597 7 2 5094 70 2 
810 1 254 3475 45 40 1285 99 236 447 304 2 1376 148 4 2 12 185 650 27 6138 3505 19 2 0 12 1 5 3136 45 2 0 22 1 111 2 15594 3 10 0 303 79 266 3 256 5148 5 35 369 0 563 8 2 4975 70 1 
811 3 251 3453 56 38 1281 96 198 424 286 2 1345 149 5 3 11 205 641 27 6209 3406 20 2 0 10 0 5 3162 36 2 1 17 1 125 1 15662 6 10 0 280 71 270 1 267 5133 4 34 395 0 579 5 1 5022 68 2 
812 2 257 3443 55 36 1293 90 224 431 313 0 1325 138 4 2 12 199 626 18 6142 3437 17 1 0 5 1 3 3131 36 1 0 22 1 118 3 15678 3 9 1 318 77 295 2 251 5095 5 46 392 0 569 5 2 5039 73 1 
813 2 266 3442 53 37 1304 103 201 419 300 0 1397 128 6 0 14 197 632 23 6190 3385 21 1 1 7 1 3 3169 36 2 0 23 1 134 1 15490 5 13 0 307 85 261 2 263 5178 4 37 404 2 593 3 1 5051 72 1 
814 2 275 3474 52 48 1258 85 215 413 276 2 1332 121 5 2 7 199 625 24 6175 3470 18 1 0 6 0 6 3164 39 3 0 20 2 120 2 15595 3 13 1 305 76 279 2 272 5107 4 44 396 1 594 1 1 5060 69 0 
815 3 251 3482 55 50 1295 92 217 450 324 1 1313 134 4 0 9 175 640 25 6200 3499 17 2 1 8 1 8 3149 45 2 0 22 1 129 1 15564 4 12 1 296 74 265 1 248 5087 6 39 397 1 534 6 2 5068 77 1 
816 2 245 3445 42 47 1298 96 212 443 291 0 1336 143 7 1 8 183 640 21 6164 3420 17 2 0 4 0 5 3192 38 2 0 15 0 123 2 15601 3 13 0 294 82 264 0 262 5131 5 41 373 1 570 5 1 5133 76 1 
817 3 257 3417 52 41 1310 87 220 409 292 1 1354 116 3 1 10 193 647 23 6135 3497 15 3 1 7 1 7 3151 35 2 0 19 0 116 2 15702 2 12 0 310 73 275 1 288 5123 3 41 400 1 577 6 1 4967 69 1 
818 2 279 3440 52 40 1298 89 211 432 303 2 1351 138 5 2 8 193 620 27 6143 3417 25 2 1 10 0 4 3165 41 2 1 18 1 141 2 15584 7 13 0 305 81 289 2 267 5153 6 41 376 1 569 3 2 5051 75 2 
819 1 256 3503 41 45 1285 84 197 418 287 2 1343 129 5 1 13 188 661 26 6091 3426 22 1 0 12 0 6 3128 36 0 1 20 2 125 3 15729 6 11 1 294 74 273 2 229 5134 6 49 376 2 571 4 1 5087 79 2 
820 2 256 3458 41 43 1271 82 215 448 304 0 1333 139 2 2 13 194 634 24 6106 3480 20 1 0 8 1 6 3137 32 3 1 19 1 119 1 15674 3 13 1 294 86 289 1 262 5049 5 42 382 2 598 4 0 5108 77 0 
821 2 262 3486 47 36 1267 83 208 415 270 2 1347 156 6 2 13 201 619 21 6134 3393 19 2 1 12 1 6 3195 34 2 0 24 1 134 1 15654 5 12 0 307 82 290 2 250 5057 4 42 382 0 576 5 2 5111 76 1 
822 1 270 3357 54 36 1298 94 224 421 291 1 1367 124 7 2 13 193 644 24 6207 3473 10 2 0 6 1 6 3174 34 0 1 20 2 123 3 15579 3 15 1 307 79 283 1 242 5088 6 45 399 2 572 3 2 5078 81 1 
823 2 244 3390 39 38 1301 99 215 442 299 1 1352 148 3 1 9 188 623 30 6152 3513 19 1 1 8 0 7 3205 41 3 0 23 1 128 2 15583 5 9 1 315 79 287 0 251 5060 3 40 400 0 575 4 1 5064 85 1 
824 1 251 3460 48 40 1295 84 207 426 303 1 1332 143 8 1 10 202 629 23 6152 3424 18 2 1 11 1 4 3201 40 3 1 19 2 134 1 15604 7 11 0 294 78 294 1 275 5082 4 38 401 1 589 4 0 5036 75 2 
825 1 252 3488 48 44 1290 99 207 458 293 1 1335 137 7 1 8 181 650 20 6227 3538 19 1 0 9 1 7 3147 41 2 1 22 2 140 2 15488 2 12 1 295 82 284 2 262 5096 5 39 391 1 547 3 1 4953 86 1 
826 3 263 3473 43 41 1316 91 214 422 289 1 1325 135 7 1 8 196 605 21 6122 3458 15 2 1 7 1 6 3158 39 1 1 23 0 128 0 15622 4 10 0 284 81 301 2 230 5191 5 34 383 1 553 6 2 5055 76 0 
827 0 237 3461 40 47 1286 87 202 423 300 1 1351 140 5 3 12 188 653 20 6107 3486 23 0 1 8 1 7 3128 36 1 1 22 0 144 2 15689 5 17 0 318 72 296 2 259 5132 5 33 387 1 566 3 2 4981 84 0 
828 1 248 3416 50 42 1330 92 216 410 313 1 1329 135 5 1 6 179 633 17 6145 3473 23 2 0 4 0 4 3239 41 2 0 23 1 127 1 15584 3 10 0 305 70 290 2 266 5091 6 36 379 2 575 5 1 5070 79 1 
829 2 238 3465 38 46 1328 82 210 422 290 1 1291 125 5 2 12 188 621 19 6156 3449 18 3 1 12 1 3 3206 36 2 0 22 1 129 2 15737 4 11 1 309 81 289 0 256 5061 4 36 377 2 590 7 1 5030 58 2 
830 2 257 3477 47 33 1335 101 215 447 293 1 1351 135 7 2 14 192 646 21 6136 3442 23 1 1 8 1 7 3142 46 1 0 24 1 129 3 15620 5 13 0 296 79 277 2 252 5001 5 45 392 1 576 5 0 5106 81 1 
831 2 251 3439 56 47 1274 85 205 432 306 1 1348 140 5 3 10 185 655 29 6138 3374 15 1 0 9 1 6 3151 43 1 1 21 1 135 2 15586 4 12 1 324 89 276 2 265 5184 5 40 394 1 574 3 1 5068 76 1 
832 1 244 3448 59 40 1301 86 205 405 323 2 1337 123 3 1 9 190 620 20 6236 3408 20 2 0 7 1 7 3127 42 3 0 23 0 127 3 15654 3 11 1 314 74 278 1 249 5061 4 36 406 2 580 4 0 5114 73 2 
833 3 251 3513 44 43 1298 82 211 451 283 1 1332 129 3 2 8 186 627 14 6027 3565 17 3 1 9 0 6 3152 42 2 1 24 0 119 2 15719 4 11 0 301 82 279 2 232 5059 5 41 406 1 595 5 0 5048 75 0 
834 1 257 3476 53 38 1302 86 188 442 300 1 1354 140 6 2 8 187 618 22 6161 3463 19 2 1 9 1 4 3175 39 2 0 18 1 121 1 15641 4 10 0 302 72 280 2 271 5006 4 38 405 1 543 3 1 5105 88 2 
835 1 244 3512 50 49 1323 96 195 412 299 2 1332 130 5 3 10 197 653 27 6116 3426 22 2 1 8 1 4 3088 43 1 1 23 0 135 2 15702 4 12 1 301 86 287 1 262 5036 2 29 372 1 593 5 1 5074 72 1 
836 1 261 3410 50 41 1313 83 218 437 291 2 1316 134 3 0 11 194 611 20 6163 3443 20 1 1 10 0 3 3127 48 0 1 25 1 136 2 15632 6 11 0 300 87 295 3 251 5105 8 36 410 1 605 5 2 5082 72 1 
837 1 270 3413 38 49 1252 89 197 423 300 1 1341 138 3 2 9 183 633 19 6115 3429 17 3 0 11 1 5 3163 43 0 1 20 1 119 2 15691 3 13 0 288 72 300 3 274 5138 6 41 383 0 586 6 2 5083 91 2 
838 3 249 3397 35 46 1327 87 221 426 307 1 1347 130 5 2 11 197 622 24 6080 3462 20 1 1 8 1 5 3158 36 1 1 19 1 117 2 15665 5 11 1 287 83 278 2 240 5121 5 40 379 1 603 2 2 5123 81 0 
839 1 244 3454 40 43 1334 83 208 428 287 1 1335 134 2 2 9 195 618 24 6123 3447 25 2 0 6 1 1 3186 39 1 1 23 1 129 2 15557 4 10 1 301 75 295 2 257 5108 4 41 403 0 588 6 1 5097 70 1 
840 1 243 3516 47 37 1278 92 211 412 304 1 1387 130 5 1 12 182 618 19 6052 3464 21 2 1 10 1 4 3182 37 2 0 22 1 137 1 15651 5 8 1 310 74 280 3 256 5149 2 44 394 1 558 5 2 5028 66 1 
841 2 265 3490 47 38 1310 89 212 437 297 2 1354 136 5 3 11 180 638 22 6171 3420 21 1 0 9 0 7 3205 48 3 0 24 1 121 1 15615 7 13 0 290 70 274 1 251 5041 3 40 379 1 596 4 2 5043 74 1 
842 1 264 3505 48 39 1333 83 195 424 298 2 1366 134 5 1 11 194 649 22 6102 3396 23 1 1 10 1 7 3203 36 3 0 17 0 130 2 15613 4 15 0 314 76 288 2 260 5106 4 37 391 1 561 3 1 5027 84 2 
843 1 259 3454 47 36 1328 89 217 422 315 1 1329 131 4 1 8 197 616 19 6279 3437 17 1 1 7 1 5 3127 40 1 0 25 1 121 1 15566 5 12 0 310 77 276 1 249 5097 3 36 394 0 576 5 1 5027 91 2 
844 2 247 3461 48 31 1310 80 211 445 314 2 1392 129 4 2 10 205 638 21 6117 3370 21 1 1 7 1 6 3193 38 1 1 24 1 126 2 15565 5 13 1 313 76 296 2 242 5133 3 41 425 1 589 3 1 5057 70 0 
845 2 261 3436 51 35 1288 92 221 437 298 0 1343 148 3 0 15 208 638 22 6099 3463 23 0 1 5 0 5 3146 46 2 1 24 1 146 2 15626 4 12 1 297 65 282 2 259 5087 4 42 408 1 582 5 2 5056 70 0 
846 3 276 3422 48 38 1298 91 196 437 291 0 1378 133 2 1 12 220 630 20 6111 3435 18 2 1 7 0 6 3179 42 1 1 19 0 137 2 15638 4 10 0 308 76 263 2 268 5077 3 43 383 0 559 5 1 5082 75 0 
847 3 253 3475 46 41 1321 84 208 418 314 1 1334 144 3 2 14 187 645 20 6095 3469 20 2 0 9 0 5 3138 41 2 1 21 0 122 1 15633 2 15 1 315 76 278 2 242 5126 6 42 394 0 564 3 2 5033 84 2 
848 2 248 3521 47 36 1266 94 217 416 284 1 1313 152 5 3 12 196 646 20 6127 3385 16 2 0 10 1 6 3152 42 2 1 16 1 133 2 15638 4 15 1 292 83 291 2 254 5047 2 42 414 1 602 6 1 5117 80 0 
849 2 253 3400 48 48 1296 86 217 428 300 1 1378 131 3 2 13 207 633 18 6126 3521 21 1 0 8 1 7 3143 36 1 1 18 2 123 2 15671 4 12 0 315 82 282 1 229 5094 4 44 390 1 559 5 2 5024 72 0 
850 2 251 3430 45 45 1309 80 219 425 295 2 1348 132 1 2 11 210 629 22 6188 3366 18 2 1 6 1 5 3162 40 2 0 26 2 123 3 15653 7 13 1 289 80 278 2 243 5088 4 38 403 2 599 4 2 5102 66 1 
851 0 254 3430 46 44 1258 93 213 447 309 1 1362 128 3 1 12 200 607 23 6137 3493 28 2 1 7 1 4 3192 40 1 1 20 1 123 1 15550 5 12 0 316 76 268 2 244 5120 5 42 386 1 571 5 2 5123 73 0 
852 2 250 3438 53 40 1308 89 224 455 301 0 1302 127 4 1 9 183 665 20 6182 3406 19 1 0 6 0 9 3216 40 2 1 23 1 132 3 15544 4 11 0 312 79 270 0 269 5163 4 36 384 2 551 4 0 5036 82 2 
853 2 259 3473 40 39 1290 96 221 432 275 2 1355 138 6 3 15 202 642 16 6172 3458 20 0 0 8 1 5 3136 37 2 1 25 2 128 1 15670 4 9 0 323 76 285 1 245 5046 4 39 376 1 559 5 1 5048 77 0 
854 2 251 3460 48 46 1358 100 211 437 293 1 1309 124 4 1 10 184 649 20 6146 3479 19 2 1 9 0 6 3113 41 3 1 21 1 111 3 15633 4 7 0 297 70 273 0 246 5111 5 42 414 0 570 0 0 5055 78 1 
855 1 250 3451 50 43 1318 92 229 438 330 1 1309 130 4 3 12 184 649 25 6079 3447 17 0 1 9 1 5 3119 36 1 0 23 1 148 2 15646 5 8 1 309 89 284 3 267 5067 5 37 387 0 584 5 2 5113 78 1 
856 1 255 3512 46 41 1294 80 206 451 285 2 1343 133 3 1 9 201 557 18 6151 3488 19 1 0 8 0 4 3167 39 1 0 19 2 130 1 15590 3 16 1 321 71 287 2 254 5094 4 41 408 2 602 6 1 5029 71 2 
857 2 254 3446 44 39 1327 91 212 439 289 1 1366 124 3 2 10 195 634 25 6140 3448 21 1 0 7 1 4 3183 32 2 1 25 1 132 1 15647 5 12 0 281 73 302 3 254 5066 8 36 379 1 552 5 1 5043 65 0 
858 3 258 3421 44 39 1339 88 210 416 291 1 1360 134 4 1 10 192 632 25 6152 3459 21 1 0 8 1 2 3150 31 1 1 22 1 125 1 15556 4 16 1 300 73 269 2 263 5132 3 42 377 2 579 3 2 5130 73 2 
859 3 244 3484 46 35 1278 77 212 431 302 2 1351 134 4 2 10 185 647 24 6111 3467 21 1 1 9 1 5 3160 38 3 0 26 2 130 1 15623 4 12 1 296 96 281 2 250 5069 3 35 398 1 591 3 1 5077 75 2 
860 1 240 3504 52 43 1282 91 217 429 290 2 1368 131 5 1 11 198 633 19 6177 3463 25 2 1 9 0 3 3123 36 2 1 18 1 132 2 15543 2 14 0 299 82 282 3 278 5025 5 42 411 2 593 4 2 5095 68 2 
861 3 266 3458 47 39 1332 88 198 428 281 0 1339 138 4 2 9 206 611 19 6219 3496 17 2 1 9 0 5 3084 43 2 0 21 1 119 2 15603 6 13 0 313 76 293 1 258 5069 5 42 397 0 568 5 0 5064 67 1 
