  Verrucomicrobia Chlamydiae Aquificae Actinobacteria Chlorobi Lobosea Euglenozoa Cyanobacteria ssDNA candidate Viridiplantae Mycetozoa Dictyoglomi Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental Fusobacteria Entamoebidae Crenarchaeota Alveolata Korarchaeota Jakobidae Bacteroidetes Rhizaria Parabasalidea Metazoa Thermotogae Fibrobacteres Euryarchaeota
895 5165 5549 91 67 4952 34 499 1862 384 3066 394 5 1 6 1061 7 3492 1609 20 0 13 1 538 74 1 1024 1 15997 0 136 16 331 1552 1031 87 62 565 0 
896 5343 5636 101 53 4874 41 528 1715 420 3066 366 4 2 1 1138 7 3532 1611 10 0 8 2 526 54 1 1048 0 15896 0 125 14 277 1427 1084 98 73 608 0 
897 5229 5590 98 48 4895 26 514 1723 391 3075 373 2 1 1 1077 8 3438 1691 20 0 12 4 522 58 1 1033 1 16189 1 124 18 290 1505 1054 94 58 559 0 
898 5285 5574 102 50 4977 25 488 1807 422 3081 380 4 4 4 1098 8 3490 1528 13 0 14 1 473 64 0 1033 1 15954 0 151 15 273 1526 1100 87 66 599 1 
899 5178 5656 110 72 4885 26 511 1849 412 2985 366 4 2 5 1103 7 3538 1617 14 0 8 2 526 77 1 1003 0 15916 0 132 21 267 1544 1115 92 59 554 0 
900 5215 5623 119 52 4882 34 524 1836 425 3007 359 4 2 4 1122 6 3472 1637 14 0 12 1 521 72 1 988 0 15965 1 112 21 275 1598 1047 81 56 584 0 
901 5269 5647 107 50 4988 32 508 1755 403 3011 378 2 1 2 1071 6 3411 1644 21 1 15 2 532 72 0 1081 1 15954 0 122 14 282 1555 1016 95 59 607 0 
902 5336 5606 110 43 4983 31 508 1799 401 3109 347 1 1 4 1054 8 3497 1593 12 0 8 2 512 59 1 1035 0 15876 1 117 17 276 1532 1079 101 64 585 0 
903 5287 5532 116 61 4894 34 525 1836 410 3039 384 4 3 6 1070 7 3451 1607 15 0 13 1 522 72 0 1060 0 16074 1 124 19 280 1465 1070 85 51 594 1 
904 5295 5556 105 61 4927 24 532 1845 454 3061 352 3 4 2 1093 8 3443 1629 14 1 11 1 532 59 0 1077 0 15757 0 122 15 284 1575 1081 105 61 602 0 
905 5178 5586 98 60 4923 26 512 1756 404 3046 402 6 1 3 1072 3 3561 1591 16 0 9 2 543 62 1 1038 0 15961 1 133 17 285 1523 1114 105 57 581 0 
906 5225 5583 120 55 4895 35 509 1751 462 3088 426 7 3 1 1113 10 3476 1665 23 0 8 1 509 71 0 1012 0 15893 0 135 16 289 1525 1050 76 61 594 0 
907 5189 5631 113 53 4915 39 498 1835 439 3125 379 0 3 4 1110 6 3449 1631 22 0 13 1 560 67 0 1070 0 15761 0 146 19 260 1487 1092 87 69 599 0 
908 5202 5671 110 47 4924 37 496 1794 415 3117 380 4 1 1 1059 5 3421 1621 14 1 13 2 539 66 1 1082 0 15984 0 120 14 269 1493 1095 96 66 532 1 
909 5229 5647 101 58 5039 33 548 1738 398 3085 406 4 3 1 1062 8 3366 1642 19 0 11 4 513 57 1 1019 1 15915 1 133 18 300 1525 1083 81 64 581 0 
910 5224 5641 86 56 4934 34 531 1801 411 3038 375 3 2 3 1131 7 3503 1673 19 0 17 2 515 54 0 1020 0 15844 0 108 15 303 1514 1059 91 69 577 0 
911 5316 5632 107 53 4922 35 523 1751 431 3033 382 2 2 4 1039 6 3397 1635 18 1 11 2 551 75 0 1051 0 15980 0 120 13 275 1527 1048 81 58 590 1 
912 5146 5541 109 63 4936 27 517 1839 421 3028 375 3 3 1 1079 3 3526 1595 17 0 12 4 543 59 1 1063 0 15995 0 136 19 295 1500 1079 97 57 583 0 
913 5331 5534 127 53 4881 35 520 1861 414 3030 394 3 2 2 1152 6 3371 1606 15 1 18 3 522 71 2 1023 0 15850 1 125 11 284 1557 1122 92 73 582 1 
914 5325 5597 118 66 4889 30 502 1832 399 3126 350 7 2 2 1045 4 3525 1645 22 1 12 2 519 71 2 1007 0 15873 0 121 15 280 1483 1083 93 49 588 0 
915 5288 5549 130 48 4889 37 484 1847 419 3034 403 3 4 3 1087 8 3496 1623 13 1 10 1 535 66 1 1019 0 15979 0 127 13 283 1533 1028 104 60 568 0 
916 5406 5671 115 45 4866 37 541 1757 397 2997 380 3 3 2 1133 6 3496 1623 19 1 14 2 535 63 1 1034 1 15774 0 119 18 306 1523 1069 98 61 583 0 
917 5348 5513 106 60 4897 24 521 1819 429 2982 378 4 2 6 1100 5 3417 1585 19 0 14 2 567 59 0 1040 0 15963 0 115 13 305 1544 1087 83 77 580 0 
918 5221 5694 95 46 4933 32 531 1768 409 3079 380 3 2 2 1116 3 3434 1640 16 0 13 2 499 70 1 1063 0 15855 0 127 19 296 1608 1062 95 60 522 0 
919 5173 5683 109 52 4876 24 539 1780 408 3081 380 1 4 4 1070 5 3426 1595 20 1 12 2 519 66 1 1020 0 16024 1 110 22 288 1533 1058 97 56 625 0 
920 5286 5725 105 45 4849 36 542 1825 430 3060 375 3 4 3 1081 4 3393 1638 23 0 14 1 536 64 1 1065 0 15900 0 116 12 285 1501 1063 87 67 575 0 
921 5293 5511 120 60 4831 38 484 1804 429 3057 365 7 3 1 1094 6 3449 1642 17 1 10 1 534 65 0 1014 1 16036 0 123 15 270 1508 1040 83 76 664 0 
922 5293 5585 117 61 4912 24 532 1838 400 3036 381 6 1 4 1083 13 3450 1655 13 1 14 2 538 54 0 1037 0 15873 1 146 13 281 1504 1078 95 63 582 1 
923 5182 5631 109 48 4892 32 507 1833 391 3072 333 5 2 3 1066 8 3455 1628 19 1 10 4 521 79 0 1077 0 16032 0 133 18 323 1534 1028 81 58 568 0 
924 5196 5558 89 50 4987 31 539 1773 412 3101 371 6 4 5 1095 6 3475 1641 17 1 10 2 491 64 0 1053 1 15938 0 110 28 271 1516 1092 89 70 583 0 
925 5152 5788 102 49 4878 33 516 1791 411 3013 361 3 3 3 1096 7 3441 1624 13 1 13 0 537 67 1 1034 1 15930 0 119 13 294 1531 1097 89 74 588 1 
926 5248 5707 110 62 4865 38 543 1859 408 2975 355 4 4 4 1064 8 3499 1639 19 0 16 0 536 55 1 1068 0 15871 1 121 14 273 1477 1063 93 62 635 0 
927 5275 5604 118 40 4922 28 520 1770 391 3052 382 6 2 3 1126 8 3446 1598 20 0 7 4 508 60 0 1069 0 15878 0 136 19 291 1507 1132 83 59 607 0 
928 5192 5547 104 61 4859 35 499 1819 418 3034 422 2 5 5 1083 8 3472 1617 9 0 10 1 523 75 0 1061 0 15995 0 122 18 297 1528 1093 116 62 609 1 
929 5297 5723 120 46 4909 32 532 1817 407 3022 360 5 3 4 1044 4 3482 1596 21 1 12 2 531 69 0 1037 1 15788 0 121 13 300 1522 1115 91 66 585 0 
930 5307 5515 100 49 4886 37 524 1871 422 3085 369 3 2 7 1117 6 3428 1609 20 0 11 2 513 64 0 1071 0 15993 0 110 18 285 1454 1059 86 69 579 0 
931 5338 5564 106 48 4956 32 526 1759 410 3026 366 4 3 8 1096 7 3410 1644 16 0 12 1 504 60 0 1055 1 15969 1 129 19 289 1534 1118 84 61 550 1 
932 5337 5630 115 67 4915 35 475 1831 443 2962 369 6 3 4 1079 7 3385 1641 19 0 12 1 531 63 2 1082 0 15949 0 119 19 258 1490 1122 87 67 601 1 
933 5244 5607 113 54 4922 34 529 1821 429 3116 351 5 0 2 1103 8 3359 1646 18 0 7 1 528 64 1 1026 0 15905 0 116 15 257 1524 1119 89 57 604 1 
934 5353 5576 90 58 4898 34 513 1842 413 3012 403 1 4 5 1100 5 3360 1652 20 0 10 3 513 66 1 1002 1 16002 0 124 20 261 1497 1081 89 62 610 0 
935 5157 5611 107 62 4888 29 483 1742 387 3112 339 6 3 2 1112 11 3516 1597 15 1 10 1 549 67 1 1047 0 16098 1 119 13 305 1529 1062 85 61 581 0 
936 5378 5571 104 58 4930 31 539 1801 443 3087 367 5 4 4 1110 5 3512 1686 14 0 14 1 491 66 0 1034 1 15624 0 129 16 305 1505 1077 99 65 600 0 
937 5277 5518 121 53 4830 32 509 1811 416 3067 386 5 3 1 1085 6 3450 1699 21 1 13 0 500 62 2 1040 0 16055 0 111 18 308 1499 1037 92 68 590 0 
938 5253 5667 114 57 4831 30 493 1837 377 3013 382 5 2 5 1114 8 3498 1651 15 0 14 1 548 66 2 1105 0 15827 0 108 19 305 1533 1067 99 68 565 0 
939 5235 5603 97 48 4972 30 525 1855 435 3044 380 3 3 4 1126 6 3453 1649 18 0 13 1 550 58 1 1078 1 15746 0 120 19 273 1500 1099 84 79 588 0 
940 5245 5636 111 54 4911 36 521 1771 425 3002 387 4 2 4 1076 7 3459 1585 18 1 7 0 530 68 2 1043 0 16027 0 113 17 274 1553 1047 90 65 588 0 
941 5182 5567 92 61 4938 37 550 1844 435 3009 354 5 1 0 1048 5 3518 1556 23 0 12 3 559 54 0 1087 1 16014 0 125 25 285 1479 1044 92 51 622 0 
942 5252 5639 101 53 4904 35 516 1791 430 3079 371 2 4 7 1087 9 3402 1612 17 0 15 0 546 61 0 1079 0 15885 1 106 19 285 1583 1054 97 66 598 0 
943 5214 5651 102 59 4896 33 479 1821 434 3103 382 1 0 2 1102 5 3380 1604 16 1 13 3 505 66 0 1042 0 15979 1 134 15 288 1569 1069 88 49 570 0 
944 5213 5718 110 55 4944 39 487 1850 401 3000 381 1 2 5 1086 10 3442 1513 18 0 10 1 525 57 0 1055 0 15934 0 127 17 334 1518 1123 93 60 581 1 
945 5190 5535 96 50 4882 34 514 1855 397 3050 348 5 3 3 1119 5 3533 1623 15 1 10 3 514 58 2 1053 0 15993 0 113 14 294 1490 1133 84 68 580 0 
946 5217 5728 105 61 4892 24 489 1842 438 3033 365 3 3 3 1097 5 3460 1638 13 1 12 2 530 55 1 1010 0 15934 0 123 18 281 1456 1111 95 61 562 1 
947 5373 5553 106 54 4937 37 507 1735 434 3016 375 1 3 4 1058 9 3457 1695 12 1 11 2 540 62 2 1047 0 15879 1 115 15 271 1522 1079 95 59 595 0 
948 5248 5595 108 35 4914 28 527 1849 424 3102 376 5 4 3 1072 5 3424 1565 15 0 11 2 559 63 1 1040 0 15864 0 136 19 284 1559 1116 97 54 584 0 
949 5276 5611 114 49 4913 34 484 1805 426 3065 390 5 3 4 1076 6 3399 1610 14 0 16 3 521 67 0 1047 0 16011 1 124 18 294 1489 1080 97 69 582 0 
950 5134 5625 116 54 4936 31 490 1805 409 3009 382 5 2 2 1125 4 3528 1624 30 0 8 4 534 68 0 995 1 15980 0 129 18 289 1543 1073 81 87 568 0 
951 5319 5660 120 52 4965 29 509 1821 422 3016 365 7 3 2 1057 5 3438 1573 14 0 11 3 498 58 0 1059 0 15888 1 127 16 276 1530 1118 84 59 595 0 
952 5283 5617 99 60 4919 37 514 1793 416 3119 386 3 2 5 1061 4 3408 1654 20 0 12 6 503 73 1 1068 0 15894 1 133 11 290 1492 1086 85 69 597 1 
953 5276 5547 104 52 4995 25 503 1763 468 3076 380 6 2 4 1068 8 3470 1619 11 1 13 2 509 64 1 1016 0 15893 0 104 24 278 1558 1110 71 64 587 1 
954 5256 5646 101 55 4878 25 514 1799 447 3047 325 3 2 4 1079 6 3465 1634 17 1 16 0 540 85 2 1085 0 15958 0 117 15 288 1478 1096 74 51 583 1 
955 5337 5526 102 53 4970 29 522 1799 428 3098 377 3 2 3 1066 4 3463 1632 15 1 15 1 542 63 0 1078 0 15825 0 121 13 284 1560 1078 82 60 569 1 
956 5147 5595 102 47 5024 31 509 1887 419 3002 364 3 2 1 1108 5 3471 1612 17 2 9 4 534 78 0 1061 0 15951 0 125 21 297 1457 1073 99 60 588 1 
957 5206 5530 104 48 4970 28 483 1809 388 3091 365 3 3 1 1093 5 3520 1658 16 1 16 2 514 74 0 1050 0 15930 0 114 8 297 1534 1069 87 80 585 1 
958 5243 5654 127 42 4975 38 541 1827 381 3049 397 4 0 3 1096 6 3405 1625 27 0 11 1 515 56 0 1050 1 15838 1 128 19 266 1487 1088 96 67 617 0 
959 5268 5623 114 54 4953 33 493 1798 422 2954 388 0 2 3 1074 4 3377 1677 14 0 13 4 510 52 1 1067 0 16021 0 129 12 297 1494 1070 91 54 602 0 
960 5305 5663 109 65 4839 25 507 1751 428 3088 386 5 3 3 999 7 3448 1624 11 1 14 3 532 66 0 1081 0 16029 0 115 16 293 1462 1120 85 65 553 0 
961 5336 5775 113 53 4863 41 506 1781 409 3005 362 3 4 6 1105 4 3378 1637 18 1 12 1 462 86 2 1041 0 16000 0 122 9 294 1487 1049 99 57 556 0 
962 5289 5551 104 55 4805 38 522 1806 418 3050 389 1 3 2 1075 7 3408 1597 19 1 11 1 539 61 0 1038 0 16092 0 120 15 293 1547 1113 79 68 572 0 
963 5294 5404 112 50 4909 32 512 1817 421 3113 381 5 5 6 1099 10 3436 1629 19 0 12 3 530 51 0 980 0 16049 0 126 14 276 1594 1089 81 59 577 1 
964 5136 5689 123 55 4984 28 493 1802 426 3068 382 4 2 2 1135 9 3434 1646 23 1 17 1 514 73 1 1030 0 15891 1 133 23 285 1506 1039 102 61 594 1 
965 5301 5572 102 50 4946 41 504 1770 450 3011 373 4 3 4 1062 4 3396 1634 19 0 18 2 547 65 0 1035 0 15947 0 131 15 255 1510 1101 88 65 640 0 
966 5219 5601 110 52 4920 30 526 1775 428 3058 371 3 1 6 1117 6 3554 1625 16 1 7 1 522 77 0 1046 0 15805 0 117 15 301 1544 1087 95 74 606 0 
967 5243 5583 104 60 4925 28 502 1794 417 3093 381 4 3 2 1132 7 3400 1632 15 0 11 2 518 60 1 1075 0 15922 0 141 12 297 1473 1107 94 54 577 0 
968 5282 5681 105 48 4872 34 539 1746 417 3028 366 3 3 3 1149 6 3481 1670 22 2 14 1 523 63 1 1033 0 15863 0 108 16 270 1518 1060 89 63 598 1 
969 5201 5653 105 46 4853 33 498 1846 392 3110 355 6 1 4 1076 6 3463 1570 20 0 12 1 539 68 2 995 0 16038 0 111 11 298 1517 1058 89 50 638 0 
970 5270 5503 97 58 4967 37 509 1840 440 2988 370 6 2 5 1149 5 3533 1576 16 0 13 2 559 67 0 998 1 15847 1 140 18 291 1538 1067 95 67 610 0 
971 5203 5622 107 57 4919 34 545 1832 398 3058 366 2 2 0 1088 4 3399 1634 10 1 11 1 494 67 0 1035 0 15991 1 143 12 263 1523 1079 89 74 610 1 
972 5356 5595 113 49 4894 30 464 1824 412 3082 376 2 3 3 1079 7 3423 1627 11 0 9 4 575 65 1 1039 0 15852 1 108 20 333 1553 1067 98 62 561 0 
973 5292 5588 92 60 4920 25 545 1857 410 3068 384 4 1 2 1105 2 3359 1622 20 1 14 4 537 61 0 1074 0 15831 0 131 12 287 1569 1101 84 57 592 0 
974 5253 5551 112 53 4898 30 514 1764 447 3007 400 3 5 4 1128 5 3461 1605 22 1 13 4 495 73 1 1014 0 16089 1 122 16 284 1489 1051 85 60 604 0 
975 5293 5571 103 46 4920 27 511 1874 385 3067 367 5 2 5 1121 8 3396 1631 17 0 9 1 526 70 0 1049 0 15960 1 116 20 310 1474 1079 91 70 580 0 
976 5373 5557 98 46 4849 32 541 1824 394 3010 369 3 0 4 1126 5 3416 1598 21 0 9 1 543 68 0 1059 0 15982 0 117 18 280 1508 1094 90 66 571 0 
977 5289 5585 100 55 4954 30 497 1806 418 3050 368 2 0 1 1052 5 3407 1660 18 0 14 0 514 67 1 1039 1 15965 0 114 20 276 1522 1107 98 66 602 0 
978 5290 5609 105 52 4925 32 489 1751 405 3084 390 8 2 4 1087 3 3338 1658 17 0 12 1 506 66 2 1056 0 16119 0 137 13 260 1472 1065 81 57 593 0 
979 5241 5595 109 58 4929 28 477 1813 413 3066 380 4 2 1 1099 7 3450 1652 16 0 7 4 526 71 1 1078 0 15885 1 114 16 295 1546 1072 88 57 602 0 
980 5183 5685 124 60 4884 36 521 1857 402 3056 366 3 3 2 1096 5 3478 1656 18 0 9 3 530 63 1 1027 0 15835 0 110 22 294 1543 1074 87 63 583 0 
981 5158 5596 104 49 4925 29 542 1844 386 3067 357 4 2 4 1088 5 3393 1662 16 0 14 1 566 58 1 1049 0 16070 0 100 14 303 1504 1077 94 55 573 0 
982 5329 5632 121 51 4831 32 515 1787 411 3004 366 5 4 3 1071 4 3458 1662 21 1 20 3 522 59 2 1036 0 15890 0 113 16 304 1521 1091 113 58 592 0 
983 5403 5566 93 69 4932 33 492 1745 393 3095 398 2 1 4 1067 6 3486 1638 25 1 10 0 510 67 1 1050 1 15782 0 123 20 287 1544 1049 98 62 622 0 
984 5229 5576 116 52 4988 33 499 1870 404 2964 356 4 3 4 1080 7 3497 1700 18 0 13 4 536 65 1 1071 0 15896 0 122 10 293 1487 1032 91 69 576 0 
985 5194 5697 115 62 4980 34 507 1823 392 3055 377 2 2 3 1076 3 3429 1617 15 1 9 2 518 60 0 1045 0 15862 1 137 18 266 1538 1086 90 59 603 0 
986 5219 5542 108 66 4953 38 528 1819 421 3052 381 4 4 1 1050 5 3330 1643 19 1 11 2 527 50 0 1083 0 16036 0 120 19 312 1542 1050 88 53 594 0 
987 5217 5732 96 61 4989 35 554 1829 409 3036 374 3 1 4 1109 6 3411 1602 20 0 11 4 514 60 2 992 1 15869 0 104 16 263 1448 1100 78 62 639 0 
988 5291 5479 108 60 4836 34 513 1744 445 3079 386 3 1 1 1096 5 3458 1621 14 1 11 1 529 67 1 1032 1 16019 0 121 14 291 1563 1125 94 54 594 0 
989 5228 5627 103 53 4952 33 514 1806 419 3090 387 4 2 3 1041 3 3415 1703 20 0 8 2 527 61 0 1022 0 15985 1 113 13 282 1524 1041 84 59 568 1 
990 5267 5620 117 65 4979 38 493 1869 401 2951 366 0 1 1 1089 4 3463 1670 19 1 16 0 537 67 1 990 0 15957 0 119 13 259 1494 1108 104 50 578 0 
991 5271 5675 104 46 4927 25 512 1787 421 3010 357 4 0 3 1115 3 3408 1585 24 0 15 1 552 70 0 1044 0 16083 0 119 12 278 1448 1046 101 66 567 0 
992 5172 5488 123 59 4815 30 487 1770 392 3113 371 4 2 4 1135 4 3549 1662 17 1 11 3 529 71 1 1090 0 16005 0 142 18 305 1529 1049 78 64 603 0 
993 5199 5625 102 58 4911 35 531 1792 437 3048 366 6 0 4 1129 1 3345 1634 13 0 11 2 526 55 0 1047 0 15997 0 131 16 302 1531 1088 89 71 577 0 
994 5234 5561 109 66 4920 31 499 1803 420 3077 360 3 3 2 1106 6 3399 1694 15 0 9 1 531 67 0 1081 1 15899 0 98 20 321 1505 1084 89 64 597 1 
995 5213 5709 100 63 4927 25 496 1844 438 3100 363 5 5 1 1055 3 3423 1632 15 0 16 1 512 61 2 1035 0 15940 0 112 15 279 1523 1045 80 63 591 1 
996 5270 5555 102 59 4835 29 510 1821 408 3004 381 3 6 2 1057 7 3505 1611 24 1 13 3 500 68 0 1028 0 16023 1 134 18 294 1554 1109 106 59 593 0 
997 5254 5517 97 48 4951 37 510 1864 381 3081 405 2 3 1 1038 7 3540 1670 17 1 14 1 525 49 0 1025 0 15848 0 110 14 276 1528 1119 85 63 619 0 
998 5140 5511 112 54 4894 34 522 1806 410 3042 390 4 3 2 1132 4 3449 1647 18 0 10 3 505 56 0 1051 0 16115 0 127 19 262 1506 1094 96 57 584 0 
999 5272 5593 116 39 4970 30 518 1791 409 3058 383 5 2 1 1112 6 3379 1599 17 1 12 1 520 58 0 1056 0 15944 0 124 12 270 1472 1105 103 65 613 0 
